ID,Specialty,Years_in_Practice,Practice_Setting,Country,Aware_of_Dermacure,First_Learned,Frequency_of_Info,Prescribed_Dermacure,Number_of_Patients,Not_Prescribed_Reasons,Overall_Effectiveness,Response_Time,Safety_Profile,Adverse_Effects,Barriers,Future_Prescribing_Intent,Alternative_Treatments,Dupilumab_Rating,Tralokinumab_Rating,Upadacitinib_Rating,Abrocitinib_Rating,Ruxolitinib_Rating,Influencing_Factors,Ranking_Factors,Patient_Severity,Biologic_Naive_Percentage,Comorbidities,Suitable_Patient_Profile,Patient_Journey,Switching_Stage,Additional_Comments
162,Allergy/Immunology,21+ years,Hospital-based,France,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Unsure,2-4 weeks,Superior,Yes: Nausea,Lack of training,Unlikely,"Dupilumab, Abrocitinib, Tralokinumab",5.0,3.0,3.0,3.0,3.0,Cost,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,0-25%,Asthma,Patients who failed topical corticosteroids,Topical -> Systemic,After failure of topical therapies,Waiting for more data
163,Dermatology,11-20 years,Private practice,Italy,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Unsure,2-4 weeks,Unsure,Yes: Nausea,Lack of training,Likely,"Dupilumab, Abrocitinib",3.0,3.0,4.0,5.0,2.0,"Cost, Patient demand, Peer recommendations","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,Psoriasis,"Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Systemic,After failure of multiple systemic therapies,Great potential
164,Allergy/Immunology,6-10 years,Private practice,Spain,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Unsure,<2 weeks,Unsure,Yes: Mild headache,Lack of training,Likely,Ruxolitinib Cream,3.0,5.0,2.0,1.0,5.0,"Patient demand, Peer recommendations, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,0-25%,Asthma,"Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Biologic,After failure of systemic therapies,Waiting for more data
165,Allergy/Immunology,21+ years,Community clinic,France,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Effective,2-4 weeks,Inferior,Yes: Nausea,Lack of training,Unlikely,"Abrocitinib, Ruxolitinib Cream, Dupilumab",4.0,5.0,5.0,3.0,2.0,"Cost, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,Food Allergies,Patients who failed systemic therapies,Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Waiting for more data
166,Allergy/Immunology,6-10 years,Private practice,Spain,Yes,Other: Online research,Rarely,No,0,Lack of familiarity,Effective,Unsure,Unsure,Yes: Mild headache,Side effect concerns,Neutral,"Upadacitinib, Tralokinumab",4.0,5.0,4.0,2.0,3.0,"Cost, Patient demand, Peer recommendations","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,Psoriasis,Patients with severe symptoms,Topical -> Systemic,After failure of topical therapies,Waiting for more data
167,Allergy/Immunology,6-10 years,Private practice,Italy,No,Pharmaceutical representative,Occasionally,No,0,Concerns about cost,Unsure,No noticeable response,Superior,Yes: Nausea,Lack of training,Unlikely,Ruxolitinib Cream,4.0,1.0,2.0,2.0,5.0,"Safety profile, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,"Allergic Rhinitis, Food Allergies",Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of systemic therapies,Waiting for more data
168,General Practice,11-20 years,Private practice,Germany,Yes,Other: Online research,Frequently,No,0,Lack of familiarity,Unsure,More than 4 weeks,Comparable,Yes: Nausea,Limited clinical data,Very unlikely,Abrocitinib,5.0,5.0,4.0,3.0,2.0,"Clinical efficacy, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,0-25%,"Food Allergies, None",Patients who failed systemic therapies,Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Waiting for more data
169,Pediatrics,11-20 years,Private practice,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Somewhat effective,No noticeable response,Comparable,Yes: Nausea,Cost issues,Very likely,"Dupilumab, Tralokinumab",2.0,4.0,2.0,1.0,1.0,"Patient demand, Peer recommendations, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,26-50%,"None, Allergic Rhinitis",Patients who failed systemic therapies,Topical -> Systemic,After failure of topical therapies,High patient satisfaction
170,General Practice,21+ years,Hospital-based,Spain,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Effective,<2 weeks,Comparable,Yes: Nausea,Lack of training,Unlikely,"Upadacitinib, Dupilumab, Ruxolitinib Cream",3.0,2.0,3.0,5.0,2.0,"Safety profile, Peer recommendations, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,0-25%,Psoriasis,"Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Systemic,After failure of topical therapies,Great potential
171,Pediatrics,6-10 years,Community clinic,Germany,Yes,CME,Occasionally,No,0,Concerns about cost,Effective,2-4 weeks,Superior,Yes: Nausea,Side effect concerns,Likely,"Dupilumab, Ruxolitinib Cream, Tralokinumab",4.0,1.0,5.0,2.0,3.0,Safety profile,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,0-25%,"Allergic Rhinitis, Food Allergies",Patients who failed systemic therapies,Topical -> Biologic,After failure of systemic therapies,Limited evidence available
172,Dermatology,0-5 years,Community clinic,France,Yes,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Effective,<2 weeks,Superior,Yes: Nausea,Limited clinical data,Likely,Dupilumab,2.0,1.0,5.0,3.0,2.0,"Clinical efficacy, Peer recommendations, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,51-75%,"Food Allergies, None","Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Systemic,After failure of multiple systemic therapies,Great potential
173,General Practice,6-10 years,Hospital-based,Spain,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Effective,<2 weeks,Unsure,Yes: Nausea,Lack of training,Unlikely,Dupilumab,4.0,4.0,5.0,4.0,1.0,Safety profile,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,"Food Allergies, None","Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Biologic,After failure of topical therapies,Limited evidence available
174,General Practice,6-10 years,Hospital-based,France,Yes,Pharmaceutical representative,Frequently,Yes,11-20,Lack of familiarity,Not effective,<2 weeks,Inferior,Yes: Nausea,Limited clinical data,Unlikely,Abrocitinib,2.0,3.0,4.0,3.0,1.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,76-100%,"Food Allergies, None","Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Biologic,After failure of multiple systemic therapies,Limited evidence available
175,Dermatology,6-10 years,Hospital-based,Germany,Yes,Professional conference,Occasionally,No,0,Preference for alternative treatments,Not effective,No noticeable response,Superior,Yes: Nausea,Limited clinical data,Very unlikely,"Upadacitinib, Ruxolitinib Cream, Tralokinumab",4.0,3.0,1.0,5.0,2.0,"Peer recommendations, Cost, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,"Food Allergies, Allergic Rhinitis",Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of systemic therapies,Waiting for more data
176,General Practice,0-5 years,Community clinic,Germany,Yes,Online webinar,Frequently,Yes,1-5,Lack of familiarity,Effective,<2 weeks,Unsure,Yes: Dizziness,Lack of training,Very likely,"Tralokinumab, Dupilumab",1.0,3.0,2.0,2.0,4.0,Safety profile,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,0-25%,"None, Psoriasis","Patients who failed topical corticosteroids, Patients who failed systemic therapies",Topical -> Systemic,After failure of systemic therapies,High patient satisfaction
177,Pediatrics,21+ years,Private practice,Italy,Yes,Online webinar,Frequently,No,0,Lack of familiarity,Not effective,Unsure,Inferior,Yes: Nausea,Side effect concerns,Unlikely,"Upadacitinib, Tralokinumab",5.0,5.0,3.0,5.0,1.0,"Safety profile, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,Unsure,"Food Allergies, Asthma","Patients who failed topical corticosteroids, Patients who failed systemic therapies",Topical -> Systemic,After failure of multiple systemic therapies,Limited evidence available
178,Allergy/Immunology,21+ years,Community clinic,France,No,Pharmaceutical representative,Occasionally,No,0,Concerns about cost,Very effective,More than 4 weeks,Superior,Yes: Nausea,Cost issues,Neutral,Upadacitinib,2.0,5.0,5.0,5.0,3.0,Patient demand,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,76-100%,Food Allergies,Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of topical therapies,Limited evidence available
179,Dermatology,6-10 years,Hospital-based,Spain,Yes,Other: Online research,Rarely,No,0,Concerns about cost,Very effective,More than 4 weeks,Inferior,Yes: Nausea,Cost issues,Neutral,Upadacitinib,1.0,5.0,5.0,1.0,4.0,"Safety profile, Peer recommendations","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,Asthma,"Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Phototherapy -> Systemic,After failure of systemic therapies,High patient satisfaction
180,Allergy/Immunology,0-5 years,Academic/Research institution,Italy,No,Pharmaceutical representative,Occasionally,No,0,Preference for alternative treatments,Somewhat effective,2-4 weeks,Unsure,Yes: Nausea,Limited clinical data,Likely,"Tralokinumab, Ruxolitinib Cream",1.0,5.0,2.0,4.0,2.0,"Clinical efficacy, Cost, Peer recommendations","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,"Food Allergies, None",Patients who failed systemic therapies,Topical -> Biologic,After failure of multiple systemic therapies,High patient satisfaction
181,Allergy/Immunology,0-5 years,Private practice,Italy,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Not effective,2-4 weeks,Comparable,Yes: Mild headache,Cost issues,Unlikely,"Dupilumab, Upadacitinib, Ruxolitinib Cream",5.0,1.0,5.0,5.0,5.0,"Safety profile, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,"Food Allergies, Asthma",Patients who failed topical corticosteroids,Topical -> Biologic,After failure of multiple systemic therapies,Waiting for more data
182,Dermatology,21+ years,Private practice,France,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Very effective,No noticeable response,Comparable,Yes: Mild headache,Lack of training,Likely,"Upadacitinib, Tralokinumab, Dupilumab",1.0,5.0,1.0,2.0,5.0,"Patient demand, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,26-50%,"Food Allergies, Psoriasis","Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Biologic,After failure of multiple systemic therapies,Waiting for more data
183,Dermatology,11-20 years,Academic/Research institution,Germany,No,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Somewhat effective,2-4 weeks,Superior,Yes: Nausea,Limited clinical data,Likely,"Tralokinumab, Upadacitinib",1.0,3.0,4.0,5.0,2.0,"Patient demand, Cost, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,"Asthma, None",Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of systemic therapies,Great potential
184,Dermatology,0-5 years,Community clinic,Italy,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Unsure,No noticeable response,Comparable,Yes: Nausea,Side effect concerns,Very likely,Abrocitinib,1.0,2.0,2.0,5.0,3.0,"Peer recommendations, Cost, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,Food Allergies,"Patients who failed topical corticosteroids, Patients who failed systemic therapies",Topical -> Systemic,After failure of systemic therapies,Waiting for more data
185,Pediatrics,21+ years,Private practice,France,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Somewhat effective,More than 4 weeks,Inferior,Yes: Mild headache,Cost issues,Very likely,"Tralokinumab, Ruxolitinib Cream",1.0,1.0,5.0,1.0,3.0,Cost,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,51-75%,Asthma,Patients with severe symptoms,Topical -> Systemic,After failure of systemic therapies,High patient satisfaction
186,Allergy/Immunology,0-5 years,Hospital-based,France,Yes,Pharmaceutical representative,Occasionally,Yes,11-20,Lack of familiarity,Unsure,More than 4 weeks,Inferior,Yes: Nausea,Limited clinical data,Neutral,Upadacitinib,5.0,5.0,5.0,5.0,5.0,"Patient demand, Safety profile, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,Unsure,"Food Allergies, Asthma","Patients who failed topical corticosteroids, Patients with severe symptoms",Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Waiting for more data
187,Pediatrics,6-10 years,Community clinic,Germany,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Very effective,2-4 weeks,Comparable,Yes: Nausea,Side effect concerns,Very unlikely,"Upadacitinib, Tralokinumab, Abrocitinib",4.0,3.0,1.0,5.0,1.0,"Patient demand, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,0-25%,Asthma,"Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Phototherapy -> Systemic,After failure of topical therapies,High patient satisfaction
188,Allergy/Immunology,0-5 years,Private practice,Italy,Yes,Other: Online research,Rarely,No,0,Insufficient clinical evidence,Unsure,<2 weeks,Comparable,Yes: Dizziness,Lack of training,Very unlikely,"Abrocitinib, Upadacitinib, Ruxolitinib Cream",1.0,5.0,5.0,5.0,5.0,"Safety profile, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,76-100%,"Asthma, Allergic Rhinitis",Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of topical therapies,High patient satisfaction
189,General Practice,11-20 years,Private practice,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Very effective,Unsure,Superior,Yes: Nausea,Lack of training,Likely,"Upadacitinib, Abrocitinib",3.0,3.0,1.0,1.0,2.0,"Safety profile, Peer recommendations","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,51-75%,Asthma,"Patients who failed topical corticosteroids, Patients who failed systemic therapies",Topical -> Systemic,After failure of multiple systemic therapies,Limited evidence available
190,Allergy/Immunology,6-10 years,Academic/Research institution,Germany,No,Pharmaceutical representative,Occasionally,No,0,Concerns about cost,Effective,2-4 weeks,Inferior,Yes: Mild headache,Side effect concerns,Unlikely,"Dupilumab, Tralokinumab, Abrocitinib",3.0,5.0,5.0,4.0,2.0,"Safety profile, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,Unsure,Allergic Rhinitis,"Patients who failed systemic therapies, Patients with severe symptoms",Topical -> Phototherapy -> Systemic,After failure of topical therapies,Limited evidence available
191,Pediatrics,11-20 years,Private practice,Italy,Yes,Pharmaceutical representative,Frequently,Yes,11-20,Lack of familiarity,Somewhat effective,Unsure,Superior,Yes: Nausea,Lack of training,Very likely,"Upadacitinib, Abrocitinib",1.0,3.0,5.0,5.0,2.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,Asthma,"Patients who failed systemic therapies, Patients who failed topical corticosteroids",Topical -> Phototherapy -> Systemic,After failure of topical therapies,Great potential
192,Allergy/Immunology,11-20 years,Private practice,Italy,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Somewhat effective,No noticeable response,Superior,Yes: Nausea,Limited clinical data,Likely,"Dupilumab, Ruxolitinib Cream, Tralokinumab",5.0,4.0,1.0,3.0,2.0,Patient demand,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,Allergic Rhinitis,"Patients who failed systemic therapies, Patients who failed topical corticosteroids",Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Great potential
193,Pediatrics,6-10 years,Community clinic,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Very effective,Unsure,Inferior,Yes: Mild headache,Side effect concerns,Unlikely,"Dupilumab, Abrocitinib, Tralokinumab",5.0,4.0,2.0,5.0,1.0,"Cost, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,51-75%,Food Allergies,"Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Limited evidence available
194,General Practice,6-10 years,Private practice,Italy,Yes,Pharmaceutical representative,Frequently,No,0,Cost issues,Unsure,More than 4 weeks,Unsure,Yes: Nausea,Lack of training,Unlikely,Tralokinumab,5.0,5.0,1.0,5.0,4.0,"Safety profile, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,0-25%,Asthma,Patients who failed systemic therapies,Topical -> Biologic,After failure of topical therapies,Great potential
195,Allergy/Immunology,21+ years,Community clinic,Germany,No,Pharmaceutical representative,Occasionally,No,0,Preference for alternative treatments,Not effective,No noticeable response,Unsure,Yes: Dizziness,Side effect concerns,Very unlikely,"Ruxolitinib Cream, Abrocitinib",4.0,5.0,3.0,2.0,1.0,"Cost, Peer recommendations, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,0-25%,Food Allergies,"Patients who failed systemic therapies, Patients with severe symptoms",Topical -> Biologic,After failure of topical therapies,Great potential
196,General Practice,6-10 years,Private practice,Germany,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Not effective,No noticeable response,Unsure,Yes: Nausea,Cost issues,Very unlikely,Tralokinumab,4.0,2.0,5.0,4.0,4.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,Unsure,Allergic Rhinitis,Patients who failed topical corticosteroids,Topical -> Systemic,After failure of systemic therapies,High patient satisfaction
197,Pediatrics,6-10 years,Academic/Research institution,Spain,Yes,Medical journal/literature,Occasionally,Yes,More than 20,Lack of familiarity,Effective,<2 weeks,Comparable,Yes: Dizziness,Lack of training,Unlikely,"Tralokinumab, Upadacitinib",5.0,1.0,5.0,5.0,2.0,Safety profile,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,"Asthma, Food Allergies",Patients who failed topical corticosteroids,Topical -> Systemic,After failure of topical therapies,Waiting for more data
198,Dermatology,11-20 years,Hospital-based,Italy,No,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Effective,No noticeable response,Superior,Yes: Nausea,Limited clinical data,Unlikely,Abrocitinib,5.0,5.0,3.0,2.0,1.0,"Safety profile, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,51-75%,Allergic Rhinitis,Patients with severe symptoms,Topical -> Biologic,After failure of systemic therapies,Limited evidence available
199,Dermatology,21+ years,Academic/Research institution,France,Yes,Pharmaceutical representative,Occasionally,Yes,11-20,Lack of familiarity,Unsure,More than 4 weeks,Comparable,Yes: Mild headache,Side effect concerns,Likely,"Abrocitinib, Tralokinumab",3.0,5.0,5.0,5.0,2.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,26-50%,"Asthma, Food Allergies","Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Biologic,After failure of topical therapies,Limited evidence available
200,Pediatrics,0-5 years,Hospital-based,Italy,No,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Somewhat effective,2-4 weeks,Unsure,Yes: Dizziness,Lack of training,Neutral,Dupilumab,2.0,1.0,5.0,5.0,4.0,"Cost, Patient demand, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,0-25%,"Allergic Rhinitis, Food Allergies",Patients who failed topical corticosteroids,Topical -> Systemic,After failure of multiple systemic therapies,Waiting for more data
201,Allergy/Immunology,0-5 years,Hospital-based,Spain,Yes,Pharmaceutical representative,Occasionally,Yes,11-20,Lack of familiarity,Not effective,No noticeable response,Unsure,Yes: Mild headache,Limited clinical data,Very unlikely,"Upadacitinib, Dupilumab",5.0,4.0,5.0,2.0,1.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,51-75%,Asthma,"Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Biologic,After failure of topical therapies,High patient satisfaction
202,General Practice,6-10 years,Community clinic,France,Yes,Professional conference,Occasionally,Yes,More than 20,Lack of familiarity,Not effective,2-4 weeks,Comparable,Yes: Dizziness,Side effect concerns,Very unlikely,Abrocitinib,1.0,5.0,3.0,1.0,4.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,Unsure,"Psoriasis, Food Allergies","Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Biologic,After failure of multiple systemic therapies,High patient satisfaction
203,Allergy/Immunology,0-5 years,Hospital-based,France,No,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Somewhat effective,2-4 weeks,Unsure,Yes: Mild headache,Lack of training,Neutral,"Upadacitinib, Ruxolitinib Cream",2.0,4.0,1.0,3.0,5.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,0-25%,"Psoriasis, Allergic Rhinitis",Patients who failed topical corticosteroids,Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Limited evidence available
204,Pediatrics,0-5 years,Hospital-based,Italy,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Unsure,More than 4 weeks,Superior,Yes: Dizziness,Lack of training,Neutral,"Tralokinumab, Upadacitinib, Abrocitinib",5.0,2.0,4.0,5.0,2.0,"Cost, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,Unsure,"Allergic Rhinitis, None","Patients with severe symptoms, Patients who failed systemic therapies",Topical -> Phototherapy -> Systemic,After failure of multiple systemic therapies,Waiting for more data
205,General Practice,11-20 years,Academic/Research institution,France,Yes,Peer recommendation,Occasionally,Yes,1-5,Lack of familiarity,Unsure,More than 4 weeks,Unsure,Yes: Mild headache,Lack of training,Very likely,"Ruxolitinib Cream, Tralokinumab",4.0,4.0,4.0,5.0,3.0,Clinical efficacy,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,0-25%,Food Allergies,"Patients who failed systemic therapies, Patients with severe symptoms",Topical -> Biologic,After failure of multiple systemic therapies,Waiting for more data
206,Allergy/Immunology,21+ years,Private practice,Spain,No,Pharmaceutical representative,Occasionally,No,0,Lack of familiarity,Somewhat effective,<2 weeks,Comparable,Yes: Dizziness,Lack of training,Unlikely,Ruxolitinib Cream,1.0,3.0,2.0,3.0,1.0,"Peer recommendations, Clinical efficacy, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,51-75%,"Food Allergies, None",Patients who failed systemic therapies,Topical -> Biologic,After failure of systemic therapies,Great potential
207,Allergy/Immunology,11-20 years,Hospital-based,Germany,Yes,Other: Online research,Rarely,No,0,Lack of familiarity,Very effective,2-4 weeks,Superior,Yes: Nausea,Cost issues,Unlikely,Tralokinumab,4.0,2.0,4.0,4.0,2.0,"Clinical efficacy, Peer recommendations, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,0-25%,"Allergic Rhinitis, Food Allergies","Patients who failed systemic therapies, Patients who failed topical corticosteroids",Topical -> Systemic,After failure of systemic therapies,High patient satisfaction
208,General Practice,6-10 years,Community clinic,France,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Effective,More than 4 weeks,Superior,Yes: Nausea,Limited clinical data,Very unlikely,Upadacitinib,3.0,1.0,5.0,4.0,5.0,Patient demand,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,76-100%,Psoriasis,Patients with severe symptoms,Topical -> Phototherapy -> Systemic,After failure of systemic therapies,High patient satisfaction
209,Dermatology,11-20 years,Community clinic,Spain,Yes,Online webinar,Occasionally,Yes,11-20,Lack of familiarity,Effective,More than 4 weeks,Comparable,Yes: Nausea,Side effect concerns,Neutral,Ruxolitinib Cream,4.0,2.0,1.0,4.0,1.0,"Clinical efficacy, Patient demand","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,0-25%,"Psoriasis, None","Patients who failed systemic therapies, Patients who failed topical corticosteroids",Topical -> Biologic,After failure of systemic therapies,Great potential
210,General Practice,6-10 years,Hospital-based,Spain,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Unsure,2-4 weeks,Unsure,Yes: Nausea,Lack of training,Neutral,"Tralokinumab, Abrocitinib, Ruxolitinib Cream",2.0,3.0,1.0,2.0,4.0,"Clinical efficacy, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Mild,51-75%,Food Allergies,Patients who failed topical corticosteroids,Topical -> Systemic,After failure of systemic therapies,Limited evidence available
211,Dermatology,0-5 years,Private practice,Italy,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Effective,No noticeable response,Unsure,Yes: Nausea,Lack of training,Neutral,"Dupilumab, Tralokinumab",4.0,1.0,5.0,2.0,5.0,"Cost, Peer recommendations, Clinical efficacy","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,"Asthma, Food Allergies",Patients with severe symptoms,Topical -> Biologic,After failure of systemic therapies,Great potential
212,General Practice,11-20 years,Hospital-based,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,More than 20,Lack of familiarity,Very effective,More than 4 weeks,Unsure,Yes: Nausea,Side effect concerns,Likely,"Abrocitinib, Dupilumab, Tralokinumab",4.0,3.0,3.0,5.0,3.0,"Peer recommendations, Cost","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Moderate,76-100%,"None, Food Allergies",Patients who failed systemic therapies,Topical -> Biologic,After failure of systemic therapies,High patient satisfaction
213,Allergy/Immunology,6-10 years,Academic/Research institution,Germany,No,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Not effective,2-4 weeks,Inferior,Yes: Nausea,Cost issues,Very likely,"Abrocitinib, Tralokinumab, Dupilumab",1.0,1.0,4.0,3.0,4.0,"Patient demand, Safety profile","Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,26-50%,"Asthma, Psoriasis",Patients who failed topical corticosteroids,Topical -> Systemic,After failure of systemic therapies,Limited evidence available
214,Pediatrics,0-5 years,Academic/Research institution,Germany,Yes,Pharmaceutical representative,Occasionally,Yes,1-5,Lack of familiarity,Unsure,<2 weeks,Superior,Yes: Nausea,Lack of training,Very unlikely,"Tralokinumab, Upadacitinib, Ruxolitinib Cream",4.0,3.0,5.0,5.0,4.0,Patient demand,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,0-25%,Asthma,"Patients with severe symptoms, Patients who failed topical corticosteroids",Topical -> Systemic,After failure of topical therapies,Waiting for more data
215,General Practice,21+ years,Private practice,Spain,Yes,Pharmaceutical representative,Occasionally,Yes,6-10,Lack of familiarity,Effective,2-4 weeks,Comparable,Yes: Dizziness,Lack of training,Very likely,"Ruxolitinib Cream, Abrocitinib",4.0,5.0,1.0,3.0,2.0,Peer recommendations,"Effectiveness, Safety, Cost, Adherence, Familiarity, Data",Severe,Unsure,"Allergic Rhinitis, Asthma",Patients with severe symptoms,Topical -> Phototherapy -> Systemic,After failure of topical therapies,High patient satisfaction
